datetime,open,high,low,close,volume
2025-07-01 03:45:00,2005.0,2011.4,2004.0,2011.0,239606.0
2025-07-01 03:50:00,2011.0,2014.0,2007.1,2007.2,174033.0
2025-07-01 03:55:00,2007.3,2009.5,2007.0,2009.1,83849.0
2025-07-01 04:00:00,2009.2,2009.3,2007.3,2008.5,66227.0
2025-07-01 04:05:00,2008.6,2008.9,2007.7,2008.0,56827.0
2025-07-01 04:10:00,2008.2,2008.8,2007.1,2007.2,38878.0
2025-07-01 04:15:00,2007.3,2010.0,2007.0,2009.6,97383.0
2025-07-01 04:20:00,2009.7,2010.0,2006.1,2006.5,141374.0
2025-07-01 04:25:00,2006.3,2006.5,2004.7,2005.9,89374.0
2025-07-01 04:30:00,2005.9,2007.7,2005.0,2006.7,91171.0
2025-07-01 04:35:00,2006.2,2006.5,2004.4,2004.5,47224.0
2025-07-01 04:40:00,2004.6,2006.4,2004.2,2005.0,60661.0
2025-07-01 04:45:00,2004.9,2008.0,2004.9,2005.9,70689.0
2025-07-01 04:50:00,2005.8,2006.0,2004.2,2005.0,81060.0
2025-07-01 04:55:00,2004.9,2006.9,2004.5,2006.7,57650.0
2025-07-01 05:00:00,2006.7,2008.0,2006.0,2007.1,41412.0
2025-07-01 05:05:00,2007.1,2007.5,2005.5,2006.0,22629.0
2025-07-01 05:10:00,2006.0,2008.0,2005.9,2007.9,32977.0
2025-07-01 05:15:00,2007.9,2009.0,2007.9,2008.3,46725.0
2025-07-01 05:20:00,2008.5,2010.0,2008.3,2010.0,80377.0
2025-07-01 05:25:00,2009.9,2010.0,2007.8,2008.3,137435.0
2025-07-01 05:30:00,2008.3,2009.8,2006.5,2009.6,70903.0
2025-07-01 05:35:00,2009.3,2010.0,2006.5,2007.3,124584.0
2025-07-01 05:40:00,2007.4,2007.9,2006.0,2006.1,22907.0
2025-07-01 05:45:00,2006.2,2007.9,2006.2,2007.8,48153.0
2025-07-01 05:50:00,2007.9,2008.0,2007.7,2007.7,16020.0
2025-07-01 05:55:00,2007.8,2008.0,2007.0,2007.9,22175.0
2025-07-01 06:00:00,2008.0,2010.0,2007.7,2008.9,97993.0
2025-07-01 06:05:00,2008.9,2010.0,2008.7,2009.9,99546.0
2025-07-01 06:10:00,2009.6,2011.0,2008.5,2009.5,119862.0
2025-07-01 06:15:00,2009.8,2010.0,2008.6,2009.7,52599.0
2025-07-01 06:20:00,2010.0,2010.0,2008.9,2009.3,62460.0
2025-07-01 06:25:00,2008.9,2010.0,2008.3,2009.9,31154.0
2025-07-01 06:30:00,2009.9,2012.0,2009.8,2012.0,72371.0
2025-07-01 06:35:00,2011.9,2014.0,2011.1,2011.5,50112.0
2025-07-01 06:40:00,2011.1,2011.9,2009.5,2011.7,60175.0
2025-07-01 06:45:00,2011.7,2012.4,2010.9,2011.1,32381.0
2025-07-01 06:50:00,2011.1,2012.8,2011.1,2011.2,49624.0
2025-07-01 06:55:00,2011.2,2012.6,2010.2,2010.8,55690.0
2025-07-01 07:00:00,2010.8,2011.0,2008.1,2008.2,106587.0
2025-07-01 07:05:00,2008.1,2009.5,2007.7,2008.2,48705.0
2025-07-01 07:10:00,2008.3,2008.3,2007.6,2007.8,58058.0
2025-07-01 07:15:00,2007.8,2011.2,2007.6,2011.1,125046.0
2025-07-01 07:20:00,2011.1,2013.0,2010.6,2010.8,104858.0
2025-07-01 07:25:00,2010.9,2011.6,2009.2,2009.5,56617.0
2025-07-01 07:30:00,2009.5,2010.9,2009.3,2010.2,49241.0
2025-07-01 07:35:00,2010.2,2010.5,2009.1,2009.1,43811.0
2025-07-01 07:40:00,2009.5,2010.5,2008.5,2008.8,45024.0
2025-07-01 07:45:00,2008.8,2009.8,2008.3,2008.5,62032.0
2025-07-01 07:50:00,2008.5,2008.6,2008.0,2008.2,37989.0
2025-07-01 07:55:00,2008.1,2008.5,2007.9,2008.0,51340.0
2025-07-01 08:00:00,2008.0,2008.3,2007.9,2008.0,56042.0
2025-07-01 08:05:00,2008.0,2009.7,2008.0,2009.3,51954.0
2025-07-01 08:10:00,2009.3,2009.9,2008.3,2008.6,49874.0
2025-07-01 08:15:00,2008.6,2009.3,2007.6,2008.2,58133.0
2025-07-01 08:20:00,2008.2,2009.4,2007.9,2008.9,55204.0
2025-07-01 08:25:00,2008.9,2010.9,2007.7,2010.8,192627.0
2025-07-01 08:30:00,2010.8,2012.0,2010.0,2011.9,81846.0
2025-07-01 08:35:00,2011.9,2012.7,2010.0,2010.0,111947.0
2025-07-01 08:40:00,2010.0,2013.9,2010.0,2013.8,85100.0
2025-07-01 08:45:00,2013.8,2014.5,2012.5,2013.7,117817.0
2025-07-01 08:50:00,2013.7,2015.0,2013.6,2014.1,126288.0
2025-07-01 08:55:00,2014.1,2014.6,2013.9,2014.1,67172.0
2025-07-01 09:00:00,2014.0,2014.1,2013.1,2013.1,81609.0
2025-07-01 09:05:00,2013.1,2016.0,2012.0,2014.5,278015.0
2025-07-01 09:10:00,2014.5,2014.8,2014.0,2014.0,75618.0
2025-07-01 09:15:00,2014.1,2014.5,2014.0,2014.0,51924.0
2025-07-01 09:20:00,2014.1,2014.2,2010.0,2012.0,120611.0
2025-07-01 09:25:00,2012.1,2013.3,2010.6,2012.0,147146.0
2025-07-01 09:30:00,2012.0,2012.5,2010.4,2011.6,251290.0
2025-07-01 09:35:00,2011.6,2014.0,2010.8,2012.7,370002.0
2025-07-01 09:40:00,2012.6,2013.8,2009.4,2011.6,262392.0
2025-07-01 09:45:00,2011.8,2012.6,2010.0,2011.8,195113.0
2025-07-01 09:50:00,2011.9,2013.5,2009.4,2011.4,277166.0
2025-07-01 09:55:00,2011.5,2014.0,2011.1,2011.1,174657.0
2025-07-02 03:45:00,2019.9,2019.9,2000.3,2001.2,354633.0
2025-07-02 03:50:00,2000.9,2002.5,1997.6,2001.5,207993.0
2025-07-02 03:55:00,2000.6,2001.2,1998.2,2000.0,83774.0
2025-07-02 04:00:00,2000.0,2001.3,1998.4,1999.3,67725.0
2025-07-02 04:05:00,2000.2,2001.8,1999.3,2000.0,53639.0
2025-07-02 04:10:00,2000.2,2000.8,1998.0,1998.0,54542.0
2025-07-02 04:15:00,1998.0,1999.9,1996.8,1999.2,69017.0
2025-07-02 04:20:00,1999.2,2002.5,1999.2,2001.7,73728.0
2025-07-02 04:25:00,2001.7,2005.0,2001.7,2004.5,72166.0
2025-07-02 04:30:00,2004.5,2005.0,2000.1,2000.1,63864.0
2025-07-02 04:35:00,2000.1,2001.0,1998.1,2000.1,71982.0
2025-07-02 04:40:00,2000.2,2001.5,1999.6,2000.0,53600.0
2025-07-02 04:45:00,2000.0,2001.4,1993.8,1994.9,219389.0
2025-07-02 04:50:00,1994.9,1998.5,1994.9,1998.4,58761.0
2025-07-02 04:55:00,1998.0,1999.6,1998.0,1998.7,41509.0
2025-07-02 05:00:00,1998.6,1999.4,1997.6,1999.0,47288.0
2025-07-02 05:05:00,1999.0,1999.7,1997.3,1997.3,30568.0
2025-07-02 05:10:00,1997.3,1998.0,1995.9,1996.5,28305.0
2025-07-02 05:15:00,1996.5,1996.9,1995.2,1996.9,30430.0
2025-07-02 05:20:00,1996.6,1997.0,1995.1,1995.5,57142.0
2025-07-02 05:25:00,1995.7,1997.8,1995.7,1996.5,52153.0
2025-07-02 05:30:00,1996.4,1996.7,1994.9,1996.2,111286.0
2025-07-02 05:35:00,1995.8,1996.5,1993.5,1994.2,65220.0
2025-07-02 05:40:00,1994.1,1995.0,1993.3,1994.0,71181.0
2025-07-02 05:45:00,1994.0,1995.0,1992.2,1993.8,126509.0
2025-07-02 05:50:00,1993.8,1994.9,1992.4,1993.4,107369.0
2025-07-02 05:55:00,1993.9,1994.9,1993.1,1994.3,110511.0
2025-07-02 06:00:00,1994.6,1994.8,1992.1,1992.9,143539.0
2025-07-02 06:05:00,1992.9,1993.0,1991.1,1991.4,69749.0
2025-07-02 06:10:00,1991.6,1994.0,1991.4,1993.8,40129.0
2025-07-02 06:15:00,1993.7,1993.9,1991.6,1992.9,62157.0
2025-07-02 06:20:00,1992.9,1993.0,1991.0,1992.2,109652.0
2025-07-02 06:25:00,1992.1,1993.0,1991.5,1992.2,47547.0
2025-07-02 06:30:00,1992.4,1993.0,1992.0,1992.9,47289.0
2025-07-02 06:35:00,1992.9,1993.0,1992.3,1992.8,46533.0
2025-07-02 06:40:00,1992.8,1993.1,1992.3,1992.9,54219.0
2025-07-02 06:45:00,1992.7,1993.0,1991.7,1992.1,72316.0
2025-07-02 06:50:00,1992.0,1993.1,1991.9,1992.8,52895.0
2025-07-02 06:55:00,1992.8,1995.5,1992.5,1994.1,186419.0
2025-07-02 07:00:00,1994.1,1995.4,1992.4,1992.8,100510.0
2025-07-02 07:05:00,1992.9,1993.0,1992.0,1992.1,40783.0
2025-07-02 07:10:00,1992.0,1993.8,1992.0,1992.9,47950.0
2025-07-02 07:15:00,1993.0,1993.4,1990.5,1991.1,103943.0
2025-07-02 07:20:00,1991.0,1991.2,1988.1,1990.8,171283.0
2025-07-02 07:25:00,1990.6,1990.7,1988.0,1988.5,56370.0
2025-07-02 07:30:00,1988.1,1990.8,1988.0,1990.2,138629.0
2025-07-02 07:35:00,1990.2,1991.0,1990.0,1990.3,73662.0
2025-07-02 07:40:00,1990.3,1990.7,1989.1,1989.4,52838.0
2025-07-02 07:45:00,1989.1,1990.6,1987.5,1987.5,59005.0
2025-07-02 07:50:00,1987.5,1988.3,1986.5,1987.2,129262.0
2025-07-02 07:55:00,1987.2,1988.0,1985.3,1985.8,113208.0
2025-07-02 08:00:00,1985.8,1986.0,1984.0,1984.3,158366.0
2025-07-02 08:05:00,1984.3,1985.6,1984.2,1985.0,90282.0
2025-07-02 08:10:00,1984.8,1985.3,1981.6,1983.2,272616.0
2025-07-02 08:15:00,1983.2,1985.5,1983.1,1984.6,152958.0
2025-07-02 08:20:00,1984.4,1985.9,1983.0,1983.3,106745.0
2025-07-02 08:25:00,1983.3,1983.3,1982.0,1982.7,133060.0
2025-07-02 08:30:00,1982.7,1983.4,1980.9,1981.2,120797.0
2025-07-02 08:35:00,1981.2,1982.5,1981.0,1981.4,133045.0
2025-07-02 08:40:00,1981.5,1982.1,1980.9,1981.0,163361.0
2025-07-02 08:45:00,1980.8,1982.3,1980.6,1981.1,103050.0
2025-07-02 08:50:00,1981.2,1981.6,1980.0,1981.4,137722.0
2025-07-02 08:55:00,1981.4,1981.4,1980.0,1980.3,97262.0
2025-07-02 09:00:00,1980.3,1981.5,1980.1,1980.5,114823.0
2025-07-02 09:05:00,1980.5,1981.2,1979.0,1979.9,204791.0
2025-07-02 09:10:00,1979.8,1980.8,1977.9,1979.7,269437.0
2025-07-02 09:15:00,1979.2,1981.9,1979.0,1980.8,180767.0
2025-07-02 09:20:00,1980.9,1981.3,1979.5,1980.7,186791.0
2025-07-02 09:25:00,1980.8,1983.2,1980.5,1982.4,182029.0
2025-07-02 09:30:00,1982.3,1985.3,1982.2,1984.5,411511.0
2025-07-02 09:35:00,1984.5,1989.3,1984.1,1988.8,419204.0
2025-07-02 09:40:00,1988.7,1988.8,1986.6,1986.7,357826.0
2025-07-02 09:45:00,1986.7,1987.0,1984.5,1984.9,273045.0
2025-07-02 09:50:00,1984.8,1986.9,1984.0,1984.4,293260.0
2025-07-02 09:55:00,1984.5,1986.7,1984.1,1986.0,170933.0
2025-07-03 03:45:00,1994.9,1994.9,1987.5,1990.6,274230.0
2025-07-03 03:50:00,1990.8,1992.7,1988.8,1988.9,200948.0
2025-07-03 03:55:00,1989.1,1990.5,1987.6,1988.6,56017.0
2025-07-03 04:00:00,1989.0,1991.6,1988.9,1989.8,50647.0
2025-07-03 04:05:00,1989.8,1993.6,1989.3,1990.6,53875.0
2025-07-03 04:10:00,1990.8,1993.6,1990.0,1992.5,37853.0
2025-07-03 04:15:00,1992.3,1996.0,1992.1,1994.6,85907.0
2025-07-03 04:20:00,1994.2,1997.7,1993.6,1995.4,155535.0
2025-07-03 04:25:00,1995.7,1999.0,1995.0,1998.6,72048.0
2025-07-03 04:30:00,1998.9,2000.5,1998.0,1999.3,100806.0
2025-07-03 04:35:00,1999.3,1999.4,1997.0,1998.3,115268.0
2025-07-03 04:40:00,1998.9,2001.0,1996.3,1997.7,99067.0
2025-07-03 04:45:00,1997.7,2000.4,1997.6,1999.1,51070.0
2025-07-03 04:50:00,1998.9,2002.1,1998.8,2001.6,119537.0
2025-07-03 04:55:00,2001.6,2003.4,2000.2,2001.1,75803.0
2025-07-03 05:00:00,2001.1,2003.3,2001.0,2003.0,45300.0
2025-07-03 05:05:00,2003.0,2004.0,2002.2,2003.0,33854.0
2025-07-03 05:10:00,2003.0,2003.6,2002.3,2002.3,35973.0
2025-07-03 05:15:00,2002.3,2003.0,2001.3,2002.7,42995.0
2025-07-03 05:20:00,2002.7,2003.5,2001.1,2002.0,76209.0
2025-07-03 05:25:00,2002.0,2002.6,2002.0,2002.3,20520.0
2025-07-03 05:30:00,2002.1,2003.2,2002.1,2002.9,39032.0
2025-07-03 05:35:00,2002.9,2008.0,2002.8,2007.1,126383.0
2025-07-03 05:40:00,2006.8,2008.0,2005.0,2006.0,55052.0
2025-07-03 05:45:00,2006.2,2007.2,2004.7,2005.9,149438.0
2025-07-03 05:50:00,2006.0,2007.5,2005.6,2007.1,32769.0
2025-07-03 05:55:00,2007.1,2007.9,2004.8,2005.1,58174.0
2025-07-03 06:00:00,2005.2,2007.0,2004.3,2005.9,64795.0
2025-07-03 06:05:00,2006.0,2006.2,2002.9,2004.7,99903.0
2025-07-03 06:10:00,2003.8,2004.9,2000.2,2000.4,127960.0
2025-07-03 06:15:00,2001.0,2001.0,1998.2,2000.7,86469.0
2025-07-03 06:20:00,2000.8,2001.8,1997.8,1997.8,49123.0
2025-07-03 06:25:00,1998.0,1999.6,1997.3,1999.6,49320.0
2025-07-03 06:30:00,1999.8,1999.9,1997.5,1998.1,39566.0
2025-07-03 06:35:00,1998.1,1998.3,1998.1,1998.3,25965.0
2025-07-03 06:40:00,1998.2,1999.0,1998.2,1998.5,33409.0
2025-07-03 06:45:00,1998.5,1999.0,1997.7,1998.4,27215.0
2025-07-03 06:50:00,1998.4,2000.0,1998.4,1999.8,27426.0
2025-07-03 06:55:00,1999.7,2000.0,1998.1,2000.0,60081.0
2025-07-03 07:00:00,2000.0,2000.0,1999.1,1999.9,20448.0
2025-07-03 07:05:00,1999.4,2000.0,1999.2,1999.8,24024.0
2025-07-03 07:10:00,1999.8,2003.2,1999.8,2001.3,98839.0
2025-07-03 07:15:00,2001.3,2003.6,2000.7,2002.7,26636.0
2025-07-03 07:20:00,2002.7,2002.9,2001.4,2002.4,18055.0
2025-07-03 07:25:00,2002.4,2002.8,2001.5,2002.0,15149.0
2025-07-03 07:30:00,2001.9,2002.1,1999.1,2000.0,30994.0
2025-07-03 07:35:00,1999.8,2000.9,1999.2,1999.8,22941.0
2025-07-03 07:40:00,1999.7,2000.2,1998.2,1999.5,23320.0
2025-07-03 07:45:00,1999.4,1999.8,1997.0,1998.3,60738.0
2025-07-03 07:50:00,1997.6,1998.5,1997.0,1997.8,24582.0
2025-07-03 07:55:00,1997.5,1998.0,1997.0,1997.3,26110.0
2025-07-03 08:00:00,1997.2,1999.9,1997.0,1998.7,22044.0
2025-07-03 08:05:00,1998.4,2004.3,1998.1,2003.4,105640.0
